2013-03-23 18:00:00, +48 864090680, +48 995593567
2006-01-17 09:00:00, +48 880198920, +48 143896653
2003-03-30 18:00:00, +48 314229082, +48 224181165
1992-10-03 11:00:00, +48 480189180, +48 141944716
2006-12-24 10:00:00, +48 070214546, +48 742176999
2017-02-28 14:00:00, +48 208218298, +48 953963462
2014-12-21 12:00:00, +48 317613186, +48 831250806
1988-02-14 23:00:00, +48 582786342, +48 226264696
2020-12-01 13:00:00, +48 556527371, +48 926600574
2003-03-09 20:00:00, +48 122714476, +48 266083624
2006-04-15 13:00:00, +48 138215320, +48 308503390
1985-01-09 05:00:00, +48 958119602, +48 037837541
2007-12-22 03:00:00, +48 360330107, +48 295264959
2020-02-28 23:00:00, +48 157271271, +48 892180894
1987-04-10 13:00:00, +48 427180140, +48 777139073
1991-11-23 02:00:00, +48 151087629, +48 494746646
2002-09-21 09:00:00, +48 554875131, +48 449260252
1992-10-30 01:00:00, +48 567894590, +48 163445599
1988-04-27 19:00:00, +48 091110879, +48 348157536
2014-11-21 21:00:00, +48 070791795, +48 040470843
2015-09-30 18:00:00, +48 672462881, +48 222638004
2021-10-02 02:00:00, +48 425903266, +48 774812708
1997-08-09 11:00:00, +48 960301919, +48 985526451
2002-07-07 19:00:00, +48 779283216, +48 628412855
2013-09-28 00:00:00, +48 771633813, +48 583080596
1991-04-12 08:00:00, +48 599095629, +48 822277951
2001-08-09 10:00:00, +48 876186995, +48 357534790
2010-01-15 08:00:00, +48 233772381, +48 800384159
2021-04-23 02:00:00, +48 894629977, +48 609174858
2004-08-16 16:00:00, +48 879148309, +48 387404000
2007-11-02 22:00:00, +48 664473048, +48 715613485
1992-08-11 23:00:00, +48 412377961, +48 567053730
2011-08-20 22:00:00, +48 386239861, +48 103181513
2020-09-30 21:00:00, +48 564920272, +48 042236668
1995-07-20 04:00:00, +48 686086811, +48 204776606
1993-11-12 21:00:00, +48 353295796, +48 816247005
2002-04-25 03:00:00, +48 671044151, +48 113413277
2018-03-27 13:00:00, +48 131677926, +48 820316916
2012-05-19 04:00:00, +48 471912846, +48 980022656
1995-05-11 04:00:00, +48 199421912, +48 751258392
1995-03-02 19:00:00, +48 336440234, +48 678292092
1993-08-31 01:00:00, +48 226490014, +48 119438526
1986-05-28 06:00:00, +48 570306108, +48 102254470
1986-04-11 05:00:00, +48 664775188, +48 167570944
2018-01-13 23:00:00, +48 241115151, +48 173298994
2018-03-27 19:00:00, +48 554073207, +48 892368136
1990-08-31 03:00:00, +48 346620888, +48 702448678
2016-06-15 12:00:00, +48 713361745, +48 769617362
2013-04-15 10:00:00, +48 771488476, +48 126758363
2018-07-26 05:00:00, +48 140044447, +48 471563131
1995-01-30 03:00:00, +48 711284400, +48 034786222
2009-06-07 01:00:00, +48 431696263, +48 913341949
2004-01-27 22:00:00, +48 347418920, +48 177699162
1999-03-18 19:00:00, +48 171033218, +48 860582269
2018-01-29 22:00:00, +48 897864487, +48 234561992
2002-07-25 12:00:00, +48 272342503, +48 954237534
2018-10-20 17:00:00, +48 450887930, +48 684462158
2004-08-15 04:00:00, +48 412813663, +48 607723777
2007-10-15 20:00:00, +48 116615086, +48 237503717
1989-02-24 20:00:00, +48 084059485, +48 086721792
1988-02-28 18:00:00, +48 349648535, +48 654639563
2002-08-25 13:00:00, +48 726615575, +48 956266889
1989-03-04 15:00:00, +48 457330603, +48 788446550
2011-01-30 00:00:00, +48 821838067, +48 962714387
2003-06-08 07:00:00, +48 233100186, +48 067563496
2022-01-08 14:00:00, +48 767212047, +48 671076161
2007-02-26 17:00:00, +48 293458119, +48 351572176
1993-05-03 02:00:00, +48 629641772, +48 199830585
1986-05-05 21:00:00, +48 752328821, +48 064964161
1991-12-05 01:00:00, +48 859101398, +48 363294607
2013-07-08 11:00:00, +48 714690396, +48 672397429
1986-06-05 07:00:00, +48 804013697, +48 912442299
1985-07-23 05:00:00, +48 282196712, +48 543847940
1996-08-18 14:00:00, +48 963727733, +48 632907076
2022-06-11 16:00:00, +48 453780393, +48 651558891
2021-10-25 21:00:00, +48 788572671, +48 806454841
2020-06-20 07:00:00, +48 794284462, +48 922871420
2016-08-10 12:00:00, +48 407363954, +48 851966799
1999-07-02 10:00:00, +48 764235759, +48 113262826
2006-10-26 00:00:00, +48 069864213, +48 172968174
1985-06-18 07:00:00, +48 270539478, +48 302094183
1992-10-19 05:00:00, +48 739391821, +48 699796952
2009-04-07 18:00:00, +48 941495108, +48 892298719
2005-06-30 14:00:00, +48 154665663, +48 308224681
1996-05-29 03:00:00, +48 265071892, +48 029683573
1995-08-10 23:00:00, +48 851794245, +48 763167425
2011-03-11 07:00:00, +48 020856840, +48 158764375
2013-08-27 09:00:00, +48 676992582, +48 639864876
2008-09-05 22:00:00, +48 212651265, +48 696002328
2012-10-08 08:00:00, +48 056876066, +48 088070027
2014-11-11 01:00:00, +48 970856741, +48 891197115
2016-05-02 11:00:00, +48 436067838, +48 275923483
2005-05-01 00:00:00, +48 124395135, +48 507152684
1987-03-18 09:00:00, +48 519009909, +48 640642233
1985-03-24 17:00:00, +48 963721506, +48 391230044
2011-11-05 04:00:00, +48 537435997, +48 078787700
2014-09-30 22:00:00, +48 854461324, +48 787612438
1987-09-11 12:00:00, +48 480105845, +48 537977472
2014-05-11 10:00:00, +48 200242056, +48 283304893
2017-11-09 13:00:00, +48 364059561, +48 971095868
2022-12-21 13:00:00, +48 737151498, +48 165842680
1987-03-20 07:00:00, +48 639752647, +48 268337893
1995-01-13 21:00:00, +48 126507031, +48 313171892
2005-03-14 04:00:00, +48 738491638, +48 731314900
2015-12-22 02:00:00, +48 989541203, +48 566197913
1995-08-11 19:00:00, +48 189457429, +48 375393281
2006-12-25 04:00:00, +48 427491626, +48 026069832
1989-02-14 02:00:00, +48 382744646, +48 076863947
1986-09-12 22:00:00, +48 089533230, +48 610119570
1991-08-14 00:00:00, +48 226715297, +48 999320834
2006-02-21 21:00:00, +48 026165377, +48 488708838
1994-05-26 06:00:00, +48 894638736, +48 055559389
2014-09-04 15:00:00, +48 049278289, +48 941131165
2016-05-18 22:00:00, +48 676027449, +48 096033178
2013-06-10 02:00:00, +48 763990051, +48 324927142
2000-07-01 02:00:00, +48 119064408, +48 042269292
1988-03-16 05:00:00, +48 247255380, +48 553254619
1987-05-23 00:00:00, +48 972724988, +48 001121206
2001-11-21 22:00:00, +48 284986777, +48 046034368
1994-10-12 06:00:00, +48 977384231, +48 062832115
1991-04-12 23:00:00, +48 020305614, +48 889254683
1995-12-07 13:00:00, +48 342498479, +48 201508726
2008-10-04 02:00:00, +48 079948989, +48 020777396
1991-03-04 13:00:00, +48 250728693, +48 882656671
2005-11-08 13:00:00, +48 509102664, +48 180901362
1992-09-12 16:00:00, +48 452689903, +48 342441961
2014-09-16 23:00:00, +48 805273837, +48 071840442
2007-08-13 22:00:00, +48 905556892, +48 200724485
2011-02-26 17:00:00, +48 586025478, +48 246906175
1986-05-28 23:00:00, +48 227966704, +48 825497415
2011-08-14 09:00:00, +48 835314847, +48 593514335
1992-01-21 04:00:00, +48 824466971, +48 624017363
1999-02-05 04:00:00, +48 377740806, +48 466373503
2007-01-23 22:00:00, +48 914030140, +48 098884475
1999-10-28 16:00:00, +48 912510092, +48 081540246
2020-12-19 19:00:00, +48 106930275, +48 297393372
2012-11-19 14:00:00, +48 097690120, +48 112998225
2003-01-16 17:00:00, +48 950878215, +48 010532530
1984-10-09 23:00:00, +48 795038094, +48 815398218
1993-06-18 21:00:00, +48 991432882, +48 705201260
2016-09-08 15:00:00, +48 939846422, +48 250319992
2006-06-27 13:00:00, +48 073833823, +48 044963353
2005-09-11 03:00:00, +48 114300307, +48 167230877
1988-11-17 21:00:00, +48 793287971, +48 526057228
1986-11-05 07:00:00, +48 650622002, +48 215113126
1989-12-04 11:00:00, +48 579186585, +48 476880546
1998-10-05 01:00:00, +48 241456783, +48 858520473
2013-01-11 21:00:00, +48 384647828, +48 752976266
2015-07-15 09:00:00, +48 887918190, +48 901124593
2008-03-21 19:00:00, +48 254979271, +48 456507205
1988-09-04 18:00:00, +48 317853978, +48 863536730
2003-05-16 02:00:00, +48 551546879, +48 083328328
2005-12-09 02:00:00, +48 259437846, +48 471096940
2018-12-07 10:00:00, +48 823906938, +48 495730633
1984-11-05 05:00:00, +48 411709162, +48 292290511
2006-03-22 01:00:00, +48 512195094, +48 593602998
1993-05-09 11:00:00, +48 699797115, +48 545877011
1999-07-10 22:00:00, +48 405567126, +48 047671342
1986-01-03 01:00:00, +48 346500828, +48 559878026
2019-12-30 12:00:00, +48 300717083, +48 430707276
2006-01-01 18:00:00, +48 160673391, +48 455757309
1999-01-05 22:00:00, +48 332128119, +48 644164494
1988-05-19 02:00:00, +48 544054660, +48 740093598
2020-11-07 21:00:00, +48 649737793, +48 451134368
1997-04-02 12:00:00, +48 681157558, +48 228882009
1985-11-14 11:00:00, +48 941415970, +48 664328254
2021-03-05 20:00:00, +48 322008461, +48 561726944
2022-04-06 01:00:00, +48 082216650, +48 966107982
1991-11-04 16:00:00, +48 437147270, +48 809171802
2013-01-08 23:00:00, +48 717429184, +48 174474758
2002-10-09 23:00:00, +48 120617657, +48 072541132
1998-10-03 01:00:00, +48 861694439, +48 430911439
1997-06-05 03:00:00, +48 938552131, +48 246277012
2001-12-01 18:00:00, +48 787125668, +48 967457281
2012-02-18 19:00:00, +48 123896058, +48 299291843
1994-05-17 14:00:00, +48 736846660, +48 672726335
1996-03-02 23:00:00, +48 643999533, +48 653662943
2000-09-08 23:00:00, +48 274939268, +48 320039299
2006-08-31 15:00:00, +48 573942855, +48 647395274
2021-02-08 22:00:00, +48 601972130, +48 003816080
2003-11-20 09:00:00, +48 651965892, +48 956611661
1997-04-09 00:00:00, +48 341645524, +48 649956733
2018-05-13 08:00:00, +48 406638534, +48 010859082
1996-02-03 00:00:00, +48 935890275, +48 763190601
2007-11-14 14:00:00, +48 142790553, +48 079252205
2006-07-14 00:00:00, +48 754006418, +48 217698520
1986-05-21 19:00:00, +48 865842208, +48 847620506
2005-01-21 07:00:00, +48 736855057, +48 356595657
2004-02-10 01:00:00, +48 352708566, +48 181408324
2020-05-20 16:00:00, +48 599879143, +48 120173980
1990-08-12 14:00:00, +48 609619564, +48 463580454
2004-09-12 02:00:00, +48 883810540, +48 462618089
1995-03-19 05:00:00, +48 600078357, +48 098567510
1986-10-09 06:00:00, +48 378056259, +48 138839879
2000-03-25 06:00:00, +48 787637225, +48 912075769
2021-05-16 01:00:00, +48 716710770, +48 452503753
2019-06-02 06:00:00, +48 525995836, +48 436171506
2010-12-02 03:00:00, +48 106411289, +48 081334985
2007-12-21 05:00:00, +48 169315170, +48 539790037
2009-06-04 08:00:00, +48 774515825, +48 710464742
1999-04-11 17:00:00, +48 260185818, +48 943016164
2001-09-10 09:00:00, +48 146786913, +48 400962047
1988-01-04 09:00:00, +48 957116599, +48 820133211
1996-08-18 15:00:00, +48 376286530, +48 404171301
1987-08-26 18:00:00, +48 329597527, +48 893811905
1988-09-06 08:00:00, +48 818134854, +48 344422473
2018-07-03 18:00:00, +48 162418187, +48 516418225
1988-10-28 11:00:00, +48 234808283, +48 479745541
2002-05-23 03:00:00, +48 368421466, +48 574354040
2015-07-25 05:00:00, +48 039302430, +48 374822392
2020-04-12 05:00:00, +48 121915782, +48 362094211
1999-07-16 04:00:00, +48 695734218, +48 948922287
2009-04-12 21:00:00, +48 753664623, +48 800257204
2017-01-05 00:00:00, +48 986269118, +48 943735095
1999-05-30 23:00:00, +48 644731852, +48 509429182
1993-09-08 03:00:00, +48 331145108, +48 631556256
1986-12-24 07:00:00, +48 594915583, +48 016634139
1998-01-04 06:00:00, +48 695567681, +48 564560606
1990-04-15 09:00:00, +48 974004045, +48 978866587
1987-05-22 18:00:00, +48 649842676, +48 776958201
2017-03-20 07:00:00, +48 771636875, +48 505147876
2001-09-29 10:00:00, +48 739004875, +48 618687980
2007-05-05 22:00:00, +48 027483233, +48 818125479
2020-09-02 13:00:00, +48 757094125, +48 868836501
2004-08-22 06:00:00, +48 065536239, +48 531840046
1990-05-26 15:00:00, +48 847594661, +48 911802137
1995-06-22 01:00:00, +48 473818112, +48 188318736
1995-02-20 14:00:00, +48 575285611, +48 919471115
2003-07-11 03:00:00, +48 629837865, +48 249360789
1990-02-18 23:00:00, +48 351791985, +48 425114590
1992-02-22 17:00:00, +48 118557167, +48 800175045
1996-09-29 16:00:00, +48 835219102, +48 017030948
2016-05-02 03:00:00, +48 703636948, +48 681455737
2008-06-21 07:00:00, +48 103179443, +48 788236671
2019-09-08 22:00:00, +48 032224124, +48 164861319
2006-10-28 19:00:00, +48 684404778, +48 147562902
1999-07-15 07:00:00, +48 007770088, +48 325676351
1992-10-15 10:00:00, +48 171156875, +48 251071085
1999-05-21 13:00:00, +48 062010302, +48 534997911
2007-07-10 08:00:00, +48 775107550, +48 248685216
1991-11-29 20:00:00, +48 026609919, +48 707195147
2004-09-29 18:00:00, +48 766879908, +48 788895720
2004-11-03 21:00:00, +48 371168184, +48 042647847
2002-03-12 03:00:00, +48 124987876, +48 236175249
2010-04-06 22:00:00, +48 099233175, +48 442863763
2006-02-23 20:00:00, +48 479411968, +48 162802413
1999-09-25 23:00:00, +48 893153213, +48 691520645
1992-08-31 08:00:00, +48 773248261, +48 816259363
1985-01-27 15:00:00, +48 657224782, +48 725042261
1988-02-12 18:00:00, +48 569583646, +48 159428177
2018-04-18 10:00:00, +48 396627456, +48 575003496
2009-08-07 23:00:00, +48 194450342, +48 395689547
1993-04-04 12:00:00, +48 112845556, +48 873367100
1998-08-06 16:00:00, +48 692690586, +48 224522432
2006-03-13 01:00:00, +48 307497105, +48 385154393
1996-12-22 06:00:00, +48 508293701, +48 877398294
2001-11-22 20:00:00, +48 755428446, +48 895476762
2012-02-04 16:00:00, +48 878215325, +48 008734228
1986-12-11 09:00:00, +48 771480198, +48 281130026
2015-10-30 06:00:00, +48 521979313, +48 029152975
1997-08-18 06:00:00, +48 416847725, +48 068075108
2008-07-08 09:00:00, +48 315541657, +48 744396886
1994-08-15 19:00:00, +48 613660717, +48 871393026
1992-09-17 03:00:00, +48 352631756, +48 163328725
2004-02-06 14:00:00, +48 494012923, +48 463031663
1990-02-07 18:00:00, +48 290996011, +48 327134786
2001-09-20 10:00:00, +48 997593427, +48 989810058
2011-10-13 08:00:00, +48 513875006, +48 564368167
1990-10-14 04:00:00, +48 936951205, +48 295958214
1989-06-26 06:00:00, +48 915048374, +48 352336833
2017-07-27 19:00:00, +48 821930253, +48 255899409
1993-02-20 14:00:00, +48 868288200, +48 400257150
1994-09-26 12:00:00, +48 998298894, +48 513830969
2019-05-13 18:00:00, +48 568175909, +48 660932252
1989-07-22 11:00:00, +48 052452365, +48 133806261
1991-07-06 23:00:00, +48 033516139, +48 941299130
2014-12-06 16:00:00, +48 530598616, +48 776518975
1986-12-11 22:00:00, +48 875425445, +48 687186049
2006-06-10 03:00:00, +48 977052936, +48 045853857
2022-02-03 21:00:00, +48 309574633, +48 600620835
2008-11-14 07:00:00, +48 602631791, +48 845267612
1994-01-30 14:00:00, +48 527272719, +48 057037855
2011-02-04 23:00:00, +48 584930626, +48 920813263
1994-01-26 01:00:00, +48 782410249, +48 608472721
1992-09-27 18:00:00, +48 381150224, +48 580370728
2009-12-21 22:00:00, +48 715948849, +48 354008655
2014-03-16 11:00:00, +48 663410958, +48 018920078
2002-10-26 06:00:00, +48 985329273, +48 665572092
2002-08-25 12:00:00, +48 796769687, +48 509425720
2007-10-17 13:00:00, +48 264956824, +48 840079494
2015-03-27 23:00:00, +48 212098126, +48 895486976
2016-01-01 18:00:00, +48 943930222, +48 601751137
1986-02-10 21:00:00, +48 965522674, +48 896766042
1986-06-15 18:00:00, +48 358755311, +48 751037714
2021-07-23 08:00:00, +48 212019116, +48 600622450
1990-06-14 10:00:00, +48 461513584, +48 575076998
1991-02-08 22:00:00, +48 032952734, +48 138703293
1991-06-08 02:00:00, +48 753082307, +48 944556706
2005-08-24 06:00:00, +48 193538774, +48 118170131
2021-05-09 05:00:00, +48 220491367, +48 800482376
2011-11-08 06:00:00, +48 959495192, +48 231940124
1996-08-31 17:00:00, +48 679898987, +48 792585031
1985-05-11 14:00:00, +48 201591905, +48 286777096
2019-01-20 08:00:00, +48 948255794, +48 710749817
2016-09-30 00:00:00, +48 159968092, +48 292719875
2000-03-07 12:00:00, +48 189606026, +48 493964762
1999-05-11 02:00:00, +48 702358056, +48 100880349
2017-12-23 12:00:00, +48 698786154, +48 536784332
1988-06-29 17:00:00, +48 760853891, +48 523363356
2021-02-17 12:00:00, +48 141770192, +48 292527900
2023-02-04 22:00:00, +48 175119689, +48 827921277
2016-07-12 03:00:00, +48 668283618, +48 351974285
2014-06-30 17:00:00, +48 645308009, +48 019628115
2020-01-27 05:00:00, +48 211999052, +48 967247190
2016-04-05 15:00:00, +48 912985578, +48 518709749
1994-01-06 22:00:00, +48 170352116, +48 651279903
2002-04-03 18:00:00, +48 921918638, +48 603589228
2010-11-22 03:00:00, +48 537492794, +48 981769991
1993-03-25 09:00:00, +48 486067240, +48 264158390
1987-12-17 10:00:00, +48 673633177, +48 230054804
2011-10-06 23:00:00, +48 252123173, +48 437652450
1986-07-09 08:00:00, +48 207732053, +48 881323593
2006-05-03 19:00:00, +48 920733339, +48 631235793
2003-03-04 20:00:00, +48 380814965, +48 366242819
2022-05-12 15:00:00, +48 851100022, +48 491381040
2006-11-18 12:00:00, +48 284175614, +48 124719581
1997-06-17 13:00:00, +48 099306189, +48 257451190
2019-11-16 20:00:00, +48 070946446, +48 813777095
2003-02-12 11:00:00, +48 942451908, +48 024450113
2004-07-19 04:00:00, +48 365154829, +48 974384942
2010-07-18 19:00:00, +48 168304869, +48 302307182
2013-10-14 09:00:00, +48 767125135, +48 745683164
2007-08-19 01:00:00, +48 646396001, +48 050315632
2005-08-13 09:00:00, +48 412563293, +48 763294997
2009-06-07 14:00:00, +48 921166607, +48 766247120
2016-09-06 11:00:00, +48 765324937, +48 253829681
1984-11-27 22:00:00, +48 615363686, +48 792936113
2018-03-22 00:00:00, +48 934514517, +48 120458960
2003-09-23 23:00:00, +48 307674558, +48 814960467
2013-10-24 23:00:00, +48 276904772, +48 659791473
2021-01-14 02:00:00, +48 190650151, +48 285241938
2007-05-20 04:00:00, +48 024752580, +48 267114937
2020-01-16 15:00:00, +48 219640015, +48 236326073
2015-08-14 09:00:00, +48 418597617, +48 159790354
2015-04-23 14:00:00, +48 715993548, +48 847380856
2009-10-22 07:00:00, +48 149520054, +48 345838810
1991-03-15 07:00:00, +48 683496015, +48 652152421
2003-09-27 05:00:00, +48 899285012, +48 841354399
1992-03-08 00:00:00, +48 263522066, +48 908159928
1988-01-25 08:00:00, +48 139677495, +48 773691626
2020-11-25 01:00:00, +48 942134750, +48 774450115
1988-10-15 03:00:00, +48 205016912, +48 321349828
2012-11-14 21:00:00, +48 520593897, +48 449384661
2017-02-12 21:00:00, +48 631042866, +48 571576002
2016-02-03 05:00:00, +48 029269445, +48 372320853
2010-08-25 03:00:00, +48 322244706, +48 007331446
2012-02-29 06:00:00, +48 527824159, +48 942998276
2005-09-06 07:00:00, +48 221172417, +48 402967644
1990-03-02 11:00:00, +48 588496217, +48 431019690
1991-08-10 19:00:00, +48 556021580, +48 761293466
1990-10-13 20:00:00, +48 061849402, +48 307990764
1999-04-07 06:00:00, +48 562441170, +48 800790675
2000-08-25 13:00:00, +48 658425375, +48 694130077
1987-05-25 04:00:00, +48 490075699, +48 593715458
2015-04-08 23:00:00, +48 520101835, +48 527653598
1999-05-02 18:00:00, +48 157628997, +48 751379002
2020-02-13 17:00:00, +48 369898055, +48 521435061
2017-01-07 11:00:00, +48 710685115, +48 352624611
2007-06-01 21:00:00, +48 170475521, +48 332020846
2011-03-18 16:00:00, +48 637871854, +48 748415119
1989-07-21 08:00:00, +48 659517815, +48 991637351
2011-01-04 21:00:00, +48 571108967, +48 226890748
2016-06-11 02:00:00, +48 117254986, +48 659833039
2015-02-06 07:00:00, +48 125931380, +48 973536879
2010-12-01 14:00:00, +48 799950448, +48 631904787
2005-04-22 22:00:00, +48 125561043, +48 437073034
2014-08-15 16:00:00, +48 153963031, +48 225309146
2017-02-20 08:00:00, +48 449438188, +48 321948709
2003-12-13 06:00:00, +48 615117112, +48 952647729
2015-08-04 15:00:00, +48 734569309, +48 858438990
2001-03-19 05:00:00, +48 831649125, +48 732969218
2018-07-24 07:00:00, +48 472932022, +48 457966152
2000-04-27 00:00:00, +48 630436100, +48 922201664
2007-11-22 19:00:00, +48 162628954, +48 162315631
2000-09-09 03:00:00, +48 126631809, +48 510830555
1989-11-04 17:00:00, +48 553109772, +48 634645901
1985-07-19 17:00:00, +48 168179109, +48 121273971
